name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
Vijayalakshmi,Yes,No,3.9,47,Basavanagudi,Quick Bites,South Indian,200,"['Idli Vada', 'Onion Dosa', 'Butter Masala Dosa', 'Paneer Masala Dosa', 'Mysore Masala Dosa', 'Open Butter Masala Dosa', 'Vijayalakshmi Special Dosa', 'Veg Grilled Sandwich', 'Veg Cheese Grilled Sandwich', 'Idli Vada', '2 Idly', 'Vada', 'Idly Vada', 'Rice Bath', 'Chow Chow Bath', 'Khara Bath', 'Kesari Bath', '2 Poori Sagu', 'Rava Idly', 'Thatte Idly', 'Masala Dosa', '2 Set Dosa', 'Onion Dosa', 'Plain Dosa', 'Rava Dosa', 'Rava Masala Dosa', 'Rava Onion Masala Dosa', 'Rava Onion Dosa', 'Paper Plain Dosa', 'Paper Masala Dosa', 'Butter Masala Dosa', 'Ghee Masala Dosa', 'Kali Dosa', 'Butter Kali Dosa', 'Paneer Masala Dosa', 'Paneer Plain Dosa', 'Mysore Masala Dosa', 'Open Butter Masala Dosa', 'Vijayalakshmi Special Dosa', 'Veg Sandwich', 'Bread Butter and Jam', 'Bread Jam', 'Bread Butter', 'Bread Butter Toast', 'Veg Grilled Sandwich', 'Veg Cheese Grilled Sandwich', 'Aloo Cheese Grilled Sandwich', 'Capsicum Cheese Grilled Sandwich', 'Chilly Cheese Grilled Sandwich', 'Baby Corn Grilled Sandwich', 'Mushroom Cheese Grilled Sandwich', 'American Corn Cheese Grilled Sandwich', 'Paneer Grilled Sandwich', 'Paneer Matar Grilled Sandwich', 'Paneer Cheese Grilled Sandwich', 'Mushroom Masala Grilled Sandwich', 'Paneer Matar Masala Grilled Sandwich', 'Chocolate Sandwich', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Chocolate Ice Cream', 'Butterscotch Ice Cream', 'Pista Ice Cream', 'Mango Ice Cream', 'Tuti Fruity Ice Cream', 'Choco Chips Ice Cream', 'Blackcurrant Ice Cream', 'Fig and Honey Ice Cream', 'Fruit Salad', 'Fruit Salad with Ice Cream', 'Fruit Salad with Jelly', 'Vanilla Fudge', 'Strawberry Sundae', 'Double Sundae', 'Triple Sundae', 'Honeymoon Special Sundae', 'Titanic Special Sundae', ""Lover's Special Sundae"", 'Dilkush', 'Dry Fruits Special Sundae', 'Gud Bud', 'Vijayalakshmi Special Sundae', 'Royal Falooda', 'Kesar Falooda', 'Special Falooda', 'Hot Chocolate Fudge', 'Chocolate Sundae', 'Cake Fudge', 'Death by Chocolate', 'Black Forest Granita', 'Tea', 'Coffee', 'Badam Milk', 'Ginger Coffee', 'Strawberry Ice Cream Milkshake', 'Chocolate Ice Cream Milkshake', 'Pista Ice Cream Milkshake', 'Butterscotch Ice Cream Milkshake', 'Mosambi Juice', 'Pineapple Juice', 'Grape Juice', 'Watermelon Juice', 'Musk Melon Juice', 'Lime', 'Ginger Lime', 'Mint Lime', 'Grape Lime', 'Lime Soda', 'Masala Soda', 'Jaljeera Soda', 'Sweet Lassi', 'Mango Lassi', 'Strawberry Lassi', 'Rose Lassi', 'Banana Lassi', 'Fruit Lassi', 'Dry Fruit Lassi', 'Banana Milkshake', 'Papaya Milkshake', 'Sapota Milkshake', 'Mango Milkshake', 'Musk Melon Milkshake', 'Anar Milkshake', 'Apple Milkshake', 'Butter Fruit Milkshake', 'Litchi Milkshake', 'Strawberry Milkshake', 'Oreo Milkshake', 'Sharja Milkshake', 'Cold Coffee Milkshake', 'Rose Milkshake', 'Fruit Punch Milkshake', 'Dates Milkshake', 'Anjeer Milkshake', 'Mixed Dry Fruits Milkshake', 'Tom and Jerry', 'Funny Face']",Delivery,Banashankari
Sri Udupi Food Hub,Yes,Yes,4.1,175,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",500,"['Idili [2 pieces] with Vada [1 Piece]', 'Poori Sagu', 'BUNS [2 Pieces]', 'Masala Dosa', 'Butter Masala Dosa', 'Panner Masala Dosa', 'Cheese Masala Dosa', 'Paper Masala Dosa', 'Set Dosa', 'Onion Dosa', 'Rava Onion Dosa', 'Mysore Masala Dosa', 'Sri Udupi Special Dosa', 'Veg Grilled Sandwich', 'Idli [2 Pieces]', 'Idli Vada [Single]', 'Vada [1 Piece]', 'Idili [2 pieces] with Vada [1 Piece]', 'Rava Idli', 'Kharabath', 'Kesaribath', 'Chow Chow Bath', 'Rice Bath', 'Poori Sagu', 'Pongal', 'Curd Vada', 'BUNS [2 Pieces]', 'Plain Dosa', 'Butter Plain Dosa', 'Panner Plain Dosa', 'Cheese Plain Dosa', 'Paper Plain Dosa', 'Masala Dosa', 'Butter Masala Dosa', 'Panner Masala Dosa', 'Cheese Masala Dosa', 'Paper Masala Dosa', 'Set Dosa', 'Khali Dosa', 'Khali Butter Dosa', 'Onion Dosa', 'Rava Dosa', 'Rava Onion Dosa', 'Rava Masala Dosa', 'Rava Onion Masala Dosa', 'Open Butter Masala Dosa', 'Mysore Masala Dosa', 'Sri Udupi Special Dosa', 'Bread Butter Toast', 'Jam Bread Butter', 'Gulkand Bread Butter', 'Sri Udupi Special Sandwich', 'Veg Grilled Sandwich', 'Veg Cheese Grilled Sandwich', 'Cheese Toast Grilled Sandwich', 'Veg Panner Grilled Sandwich', 'Panner Toast Grilled Sandwich', 'Veg Cheese Panner Grilled Sandwich', 'Veg Mushroom Grilled Sandwich', 'Tea', 'Coffee', 'Ginger Coffee', 'Lemon Tea', 'Green Tea', 'Badam Milk', 'Horlicks', 'Bournvita', 'Jamoon', 'Carrot Halwa', 'Fruit Salad', 'Cut Fruit', 'Fruit Salad with Gelly', 'Fruit Salad with Vanilla Ice Cream', 'Fruit Salad with Gelly Ice Cream', 'Jelly with Vanilla Ice Cream', 'Gud Bud Ice Cream', 'Falooda Ice Cream', 'Special Falooda Ice Cream', 'Sri Udupi Special Ice Cream', 'Nut Sundae Ice Cream', 'Vanila Nut Sundae Ice Cream', 'Chocolate Nut Sundae Ice Cream', 'Raja Rani Ice Cream', 'Titanic Special Ice Cream', 'Honeymoon Special Ice Cream', 'Fruit Sundae Ice Cream', 'Vanila Ice Cream', 'Strawberry Ice Cream', 'Chocolate Ice Cream', 'Mango Ice Cream', 'Pista Ice Cream', 'Butter Scoch Ice Cream', 'Fig And Honey Ice Cream', 'Blackcurrant Ice Cream', 'Chocolate Shake', 'Strawberry Shake', 'Cold Coffee', 'Cold Badam Shake', 'Rose Milk', 'Pista Shake', 'Vanila Shake', 'Buter Scotch Shake', 'Blackcurrant Shake', 'Sapota Shake With Ice Cream', 'Dry Fruit Milksahke', 'Fresh Lime Soda', 'Pudina Lime Soda', 'Ginger Lime Soda', 'Masala Soda', 'Apple Shake', 'Sapota Shake', 'Pomegranate Shake', 'Muskmelon Shake', 'Butter Milk', 'Sweet Lassi', 'Salt Lassi', 'Khaara Lassi', 'Special Lassi', 'Dry Fruit Lassi', 'Mosambi Juice', 'Orange Juice', 'Pineapple Juice', 'Ganga Jamuna', 'Cocktail Juice', 'Muskmelon Juice', 'Lime Juice', 'Pudina Lime Juice', 'Grapes Juice', 'Orange Solid', 'Moosumbi Solid']",Delivery,Banashankari
Udupi Upahar,Yes,No,3.8,58,Banashankari,Quick Bites,"South Indian, Chinese, North Indian, Juices",300,"['Rava Dosa', 'Pepper Masala Dosa', 'Butter Masala Dosa', 'Idli', 'Masala Dosa', 'Set Dosa', 'Plain Dosa', 'Rava Dosa', 'Onion Dosa', 'Pepper Masala Dosa', 'Butter Masala Dosa', 'Butter Plain Dosa', 'Idli', 'Rava Idli', 'Vada', 'Idly Vada', 'Kesari Bath', 'Kara Bath']",Delivery,Banashankari
House Of Kebabs,Yes,No,3.8,540,Basavanagudi,Casual Dining,"North Indian, Kebab, Biryani, Chinese",650,[],Delivery,Banashankari
Roll N Rock,Yes,No,3.8,124,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian, Mughlai, Rolls",400,[],Delivery,Banashankari
BOX8- Desi Meals,Yes,No,4.1,340,Banashankari,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,[],Delivery,Banashankari
KFC,Yes,No,3.8,505,Banashankari,Quick Bites,"Burger, Fast Food",450,[],Delivery,Banashankari
Roll Over,Yes,No,4.1,438,Jayanagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",500,[],Delivery,Banashankari
Imperial Restaurant,Yes,No,3.7,264,Mysore Road,Casual Dining,"North Indian, Chinese, Biryani, Beverages",750,[],Delivery,Banashankari
Lassi Shop,Yes,No,3.9,169,Kumaraswamy Layout,Beverage Shop,"Beverages, Juices, Ice Cream",150,[],Delivery,Banashankari
The Fortuna,Yes,No,3.0,67,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250,[],Delivery,Banashankari
Wahab,Yes,No,3.7,97,Jayanagar,Quick Bites,"North Indian, Mughlai, Chinese",350,[],Delivery,Banashankari
Al Diwan Biryanis And More,Yes,No,3.3,12,Basavanagudi,"Takeaway, Delivery",Biryani,300,[],Delivery,Banashankari
New Gowda's Fried Chicken,Yes,No,3.3,12,Banashankari,Quick Bites,Biryani,300,"['Kushka Rice', 'Kushka Rice']",Delivery,Banashankari
Canton,Yes,No,3.6,195,Jayanagar,Casual Dining,"Chinese, Seafood, Biryani",800,[],Delivery,Banashankari
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",300,[],Delivery,Banashankari
The Blue Wagon - Kitchen,Yes,No,4.6,228,Jayanagar,Cafe,"Cafe, Beverages",400,[],Delivery,Banashankari
HOT COFFEE,Yes,No,4.1,70,Basavanagudi,Quick Bites,"South Indian, Chinese",150,"['Coffee', 'Tea', 'Badam Milk', 'Bournvita', 'Horlicks', 'Boost', 'Idli', 'Vada', 'Curd Vada', 'Idli Vada', '2 Idli Vada', 'Rava Idli', 'Kesari Bath', 'Khara Bath', 'Chow Chow Bath', 'Shavige Bath', 'Rice Bath', 'Bisi Bele Bath', '2 Parotta', 'Jamun [2 Pieces]', 'Hot and Sour Soup', 'Manchow Soup', '3 Puri', 'Masala Dosa', 'Butter Masala Dosa', 'Cheese Masala Dosa', 'Special Dosa', 'Set Dosa', 'Butter Set Dosa', 'Plain Dosa', 'Khali Dosa', 'Onion Dosa', 'Rava Dosa', 'Rava Onion Dosa', 'Rava Onion Masala Dosa', 'Open Masala Dosa']",Delivery,Banashankari
Patio 805,Yes,Yes,4.1,364,Jayanagar,Casual Dining,"Thai, Vietnamese, Asian, Chinese","1,200",[],Delivery,Banashankari
Lassi Corner,Yes,No,3.7,107,Basavanagudi,Beverage Shop,"Beverages, Ice Cream",150,[],Delivery,Banashankari
Sagar Deluxe,Yes,No,3.2,167,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Juices",300,"['South Combo Breakfast', 'Puri Sagu', 'South Combo Breakfast', 'Khali Dosa', 'Benne Dosa', 'Plain Dosa', 'Masala Dosa', 'Set Dosa', 'Paper Plain Dosa', 'Paper Masala Dosa', 'Butter Plain Dosa', 'Butter Masala Dosa', 'Rava Dosa', 'Rava Masala Dosa', 'Rava Onion Dosa', 'Akki Roti', 'Ragi Dosa', 'Mysore Masala Dosa', 'Ghee Roast Dosa', 'Ghee Masala Dosa', 'Onion Dosa', '2 Idli', 'Single Idli Vada', '2 Idli 1 Vada', 'Rava Idli', 'Mangalore Buns [2 Pieces]', 'Vada', 'Curd Vada', 'Kesari Bath', 'Bajji Pakoda', 'Jamun', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Chocolate Ice Cream', 'Blackcurrent Ice Cream', 'Butterscotch Ice Cream', 'Triple Sundae Ice Cream', 'Butterscotch Sundae Ice Cream', 'Nut Sundae Ice Cream', 'Gud Bud Ice Cream', 'Golden Cheery Ice Cream', 'My Darling Ice Cream', 'Fruit Salad', 'Fruit Salad with Ice Cream', 'Fruit Salad with Nuts Ice Cream', 'Apple Juice', 'Orange Juice', 'Pineapple Juice', 'Water Melon Juice', 'Fresh Lemon Juice', 'Lemon Juice', 'Sweet Lassi', 'Salted Lassi', 'Butter Milk', 'Anar Juice', 'Banana Milkshake', 'Vanilla Milkshake', 'Strawberry Milkshake', 'Blackcurrent Milkshake', 'Butterscotch Milkshake', 'Cold Coffee Milkshake', 'Tea', 'Coffee', 'Lemon Tea', 'Badam Milk']",Delivery,Banashankari
Kanti Sweets,Yes,No,4.0,115,Banashankari,Sweet Shop,"Mithai, Street Food",400,[],Delivery,Banashankari
Vegetalia,Yes,No,3.7,27,Banashankari,"Takeaway, Delivery","Italian, Pizza",400,[],Delivery,Banashankari
Aramane Donne Biryani,Yes,No,3.5,57,Banashankari,Quick Bites,Biryani,200,[],Delivery,Banashankari
Ande Ka Funda,Yes,No,3.8,120,Banashankari,Quick Bites,"North Indian, Fast Food, Rolls",250,[],Delivery,Banashankari
Cake Ghar,Yes,No,3.8,15,Basavanagudi,Bakery,Bakery,400,[],Delivery,Banashankari
Energy Addaa,Yes,No,4.2,64,Basavanagudi,Quick Bites,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500,[],Delivery,Banashankari
Bhattara Bhojana,Yes,No,3.6,66,Banashankari,Quick Bites,South Indian,150,[],Delivery,Banashankari
Tandoori Knight,Yes,No,3.0,290,Banashankari,Quick Bites,"North Indian, Chinese, Biryani, Kebab",450,[],Delivery,Banashankari
Dev Sagar - Food Street,Yes,No,4.1,233,Basavanagudi,Quick Bites,Street Food,200,[],Delivery,Banashankari
Mitraa Da Pizza,Yes,No,3.8,115,Kumaraswamy Layout,Quick Bites,"Fast Food, Pizza",250,[],Delivery,Banashankari
Paradise Premium,Yes,No,3.1,119,Banashankari,Casual Dining,"Biryani, Andhra, Hyderabadi, North Indian",700,[],Delivery,Banashankari
Grazers,Yes,Yes,3.9,291,Jayanagar,Cafe,"Cafe, Burger, Continental, Italian, Desserts",650,"['Indian Veg Combo', 'Indian Non Veg Combo', 'Grilled Chicken Salad', 'Peri Peri French Fries', 'Cheesy French Fries', 'The Americana Chicken', 'BBQ Chicken Cheese', 'Cuban Double Meter', 'Crispy Veggie Burger', 'Double Veg Burger', 'Crumb Fried Cottage Cheese Burger', 'Classic Chicken Burger', 'Basil Chicken and Egg Burger', 'Crumb Fried Chicken Burger', 'Double Chicken Squared Burger', 'Kung Pao Burger', 'Chicken Steak Burger', 'I Got Cheesed Pizza', 'Mr Mac Pasta', 'Veg Pasta Alfredo', 'Veg Pasta Arrabiata', 'Chicken Pasta Alfredo', 'Pesto Chicken Steak', 'Devilled Chicken Steak', 'Veg Basic Combo', 'Veggie Masala Combo', 'Egg Combo', 'Egg and Veg Combo', 'Egg and Chicken Combo', 'Cheese and Mushroom Omelette', 'Indian Veg Combo', 'Veg Quesadillas', 'Indian Non Veg Combo', 'Non Veg Quesadillas', 'Veg Basic Combo', 'Veggie Masala Combo', 'Egg Combo', 'Egg and Veg Combo', 'Egg and Chicken Combo', 'Plain Omelette', 'Masala Omelette', 'Bulls Eye', 'Fried Egg', 'Scrambled Egg', 'Cheese Omelette', 'Cheese and Mushroom Omelette', 'Spicy Egg Bhurji', 'Boiled Egg Bhurji', 'Avocado, Musk Melon and Flax Seeds Salad', 'Watermelon, Chickpeas, Green Apple Salad', 'Papaya, Pomegranate, Kale and Quinoa Salad', 'Cottage Cheese Pasta and Peanut Salad', 'Grilled Chicken Salad', 'Chicken Bistro Salad', 'Fish Bistro Salad', 'Prawns Bistro Salad', 'Fresh Green Garden Salad', 'Peri Peri French Fries', 'Cheesy French Fries', 'Masala French Fries', 'Veg Loaded Nachos', 'Cajun Spied Potato Wedges', 'BBQ Sauce Potato Wedges', 'Garlic Buns with Cheese', 'Grilled Veggies on Skewers', 'Crispy Chilli Yam', 'Thai Fried Baby Corn', 'Chilli Basil Paneer', 'Crumb Fried Paneer', 'Stir Fried Mushrooms with Peri Peri', 'Golden Fried Mushroom Stuffed with Cheese', 'Non Veg Loaded Nachos', 'Cajun Spiced Grilled Chicken Strips', 'Chicken Twister', 'BBQ Chicken Wings', 'Thai Fried Chicken', 'Grilled Chicken in Blackbean Sauce', 'Crun Chicken', 'Devils Chicken', 'Basil Chilly Fish', 'Fish Fingers with Tartar Dip', 'Butter Garlic Prawns', 'Cheese n Mushroom Crispy Joe', 'Corn, Spinach and Cheese Crispy Joe', 'Paneer Crispy Joe', 'Egg Crispy Joe', 'Chicken Crispy Joe', 'Prawns Crispy Joe', 'Cilantro Veggies', 'Paprika Spiced Veg', 'Veg Stroganoff', 'Cottage Cheese and Paneer Steak', 'BBQ Panner Steak', 'Veg Oriental Spiced Plate', 'Red Thai Curry', 'Green Thai Curry', 'Cilantro Chicken', 'Paprika Spiced Chicken', 'Pesto Chicken Steak', 'Devilled Chicken Steak', 'Chicken Chimichurri', 'BBQ Chicken Steak', 'Picante Chicken Steak', 'Chicken Stroganoff', 'Chicken Roulade', 'Chicken Oriental Spiced Plate', 'Chicken Red Thai Curry', 'Chicken Green Thai Curry', 'Fish Red Thai Curry', 'Fish Green Thai Curry', 'Grilled Fish in Dill Sauce', 'Prawns Red Thai Curry', 'Prawns Green Thai Curry', 'Crispy Veggie Burger', 'Crunchy Veggies Burger', 'Grilled Cottage Cheese Burger', 'Double Veg Burger', 'Zucchini and Potato Burger', 'Crumb Fried Cottage Cheese Burger', 'Basil Mushrooms and Egg Burger', 'Classic Chicken Burger', 'Basil Chicken and Egg Burger', 'Crumb Fried Chicken Burger', 'Double Chicken Squared Burger', 'Kung Pao Burger', 'Chicken Steak Burger', 'The Chicken Patty Burger', 'Pulled Chicken Burger', 'Seafood Grill Squared Burger', 'Crumb Fried Fish Burger', 'Crumb Fried Prawns Burger', 'I Got Cheesed Pizza', 'Veg Supremo Pizza', 'Simply Veg Pizza', 'Paneer Butter Masala Pizza', 'Zucchini, Corn, Spinach and Mushroom Pizza', 'Create Your Own Veg Pizza', 'Just BBQ', 'Minced Chicken Pizza', 'Butter Chicken Pizza', 'The Meat Feast', 'Prawns Ghee Roast Pizza', 'Create Your Own Non Veg Pizza', 'Veg Creamy Tomatino Pasta', 'Mr Mac Pasta', 'Veg Pasta Alfredo', 'Veg Pasta Arrabiata', 'Veg Delight Pesto', 'Veg The Twin Bowl', 'Chicken Creamy Tomato Pasta', 'Chicken Pasta Alfredo', 'Chicken Pasta Arrabiata', 'Chicken Delight Pesto The Twin Bowl', 'Chicken The Twin Bowl', 'Chicken Spaghetti Bolognese', 'Prawns Creamy Tomato Pasta', 'The Americano Veg', 'Sriracha Spiced', 'Cubano Cottage Cheese', 'BBQ Cottage Cheese', 'Crumb Fried Cottage Cheese', 'Crumb Fried Cottage Mushroom', 'I Got Egg', 'The Americana Chicken', 'Sriracha Spiced Chicken', 'BBQ Chicken Cheese', 'Cuban Double Meter', 'Deep Grilled Fish', 'Prawns Deep Sea Fisher', 'Crumb Fried Fish', 'Crumb Fried Prawns', 'Brownie Pastries', 'Brownie with Chocolate Sauce Pastries', 'Brownie Fudge', 'Chocopied', 'Cookie Blast', 'Monkey Mania', 'Chocolate Peanut Butter', 'Nutella Deluxe', 'Pink Cinderella', 'Rainbow Showdown', 'Coffee Lover', 'Nutella Pancake [4 Pieces]', 'Caramelised Banana Pancake [4 Pieces]', 'Homemade Chocolate Sauce Pancake [4 Pieces]', 'Peanut Butter Pancake [4 Pieces]', 'Blueberry Syrup Pancake [4 Pieces]', 'Nutella Waffles', 'Caramelised Banana Waffles', 'Homemade Chocolate Sauce Waffles', 'Peanut Butter Waffles', 'Blueberry Syrup Waffles', 'Ice Cream Waffles', 'White and Minty Milkshake', 'Cookie Creme Jello Milkshake', 'Go Bonkers Milkshake', 'Berrylicious Milkshake', 'Mascarpone Fruit Mania Milkshake', 'Date With Your Date Milkshake', 'The Kooldoodh Milkshake', 'In House Monster Milkshake', 'ABCD Healthy Smoothie', 'Seedy Goodness Healthy Smoothie', 'Green Energizer Healthy Smoothie', 'Dark Knight Mocktail', 'Orange Thunder Mocktail', 'Grenadine Fizz Mocktail', 'Apple Crancider Crazy Mocktail', 'Bang On Mocktail', 'Coco Lavender Mocktail', 'Grass Hopper Blue Mocktail', 'Spicy Cooler', 'Lemony Melon', 'Peppered Sweetness']",Delivery,Banashankari
Shakes Theory,Yes,No,4.5,155,Jayanagar,Beverage Shop,"Beverages, Sandwich",300,[],Delivery,Banashankari
@Italy,Yes,No,4.1,305,Kumaraswamy Layout,Casual Dining,Italian,700,[],Delivery,Banashankari
Chilli Flakes,Yes,No,3.6,46,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500,[],Delivery,Banashankari
Calcutta Cafe,Yes,No,3.5,45,Kumaraswamy Layout,Quick Bites,"Bengali, Chinese, Sandwich",350,[],Delivery,Banashankari
Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,Ice Cream,150,[],Delivery,Banashankari
Donne Biriyani House,Yes,No,3.9,441,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",400,[],Delivery,Banashankari
By 2 Coffee,Yes,No,3.9,25,Basavanagudi,Quick Bites,South Indian,100,"['Masala Dosa', 'Idli', 'Vada', 'Khara Bath', 'Chow Chow Bath', 'Bisi Bele Bath', 'Masala Dosa', 'Idli', 'Vada', 'Khara Bath', 'Kesari Bath', 'Chow Chow Bath', 'Avalakki [150 gram]', 'Masala Kadale [200 gram]', 'Mixture[ 200 gram]', 'Muruku[200 gram]', 'Bombay Mixture[200 gram]', 'Karaboondi [200 gram]', 'Om Pudi [150 gram]', 'Mota Sev [200 gram]', 'Red Mixture [200 gram]']",Delivery,Banashankari
Kedia's Fun Food,Yes,No,4.3,630,Jayanagar,Quick Bites,"North Indian, Street Food, Juices",200,[],Delivery,Banashankari
Davangere Butter Dosa Hotel,Yes,No,3.8,25,Kumaraswamy Layout,Quick Bites,South Indian,150,"['Butter Masala Dosa', 'Butter Special Kali Dosa', 'Butter Open Dosa', 'Butter Onion Dosa', 'Butter Set Dosa', 'Idly [2 pieces]', 'Rice Bath', 'Kesari Bath', 'Khara Bath', 'Butter Dosa', 'Butter Masala Dosa', 'Butter Special Kali Dosa', 'Butter Open Dosa', 'Butter Kali Dosa', 'Butter Onion Dosa', 'Butter Set Dosa', 'Idly [2 pieces]', 'Uddina Vada', 'Poori', 'Masala Vada']",Delivery,Banashankari
Just Shawarma,Yes,No,3.9,160,Kumaraswamy Layout,Quick Bites,Arabian,300,[],Delivery,Banashankari
Mini Punjabi Dhaba,Yes,No,4.2,287,Banashankari,Quick Bites,North Indian,350,[],Delivery,Banashankari
Mulabagilu Dosa,Yes,No,3.6,11,Basavanagudi,Quick Bites,South Indian,100,"['3 Idli', 'Ghee Thatte Idli with Malgapudi', 'Masala Dosa', 'Onion Dosa', 'Paddu', 'Rice Bath', 'Paddu', '3 Idli', '2 Ghee Idli', 'Thatte Idli', 'Ghee Thatte Idli with Malgapudi', 'Khali Dosa', 'Pudi Plain Dosa', 'Pudi Masala Dosa', 'Ghee Khali Dosa', 'Masala Dosa', 'Plain Dosa', 'Onion Dosa', 'Bath Masala Dosa', 'Open Onion Dosa', 'Three in One Dosa']",Delivery,Banashankari
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,No,4.1,402,Banashankari,Cafe,Cafe,500,[],Delivery,Banashankari
Gokul Veg,Yes,No,3.8,469,Basavanagudi,Casual Dining,"North Indian, Chinese, Beverages",750,[],Delivery,Banashankari
Olive - Era,Yes,No,3.3,511,Kumaraswamy Layout,Casual Dining,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550,[],Delivery,Banashankari
Udupi Ruchi,Yes,No,3.9,57,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,"['Idly Vada', 'Onion Dosa', 'Rava Dosa', 'Rava Masala Dosa', 'Jodi Masala Dosa', 'Open Butter Masala Dosa', '2 Idly', 'Vada', 'Idly Vada', 'Single Idly Vada', 'Kharabath', 'Kesaribath', 'Rava Idly', 'Dahi Vada', 'Chow Chow Bath', 'Poori', 'Ricebath', 'Plain Dosa', 'Masala Dosa', 'Set Dosa', 'Onion Dosa', 'Rava Dosa', 'Rava Masala Dosa', 'Jodi Masala Dosa', 'Ragi Dosa', 'Open Butter Masala Dosa', 'Neer Dosa']",Delivery,Banashankari
Madhappa Hindu Military Hotel,Yes,No,3.4,14,Banashankari,Quick Bites,South Indian,300,[],Delivery,Banashankari
Gama Gama,Yes,No,3.9,264,Banashankari,Quick Bites,South Indian,200,[],Delivery,Banashankari
The Vintage Cafe,Yes,No,3.0,62,Banashankari,Cafe,"Cafe, French, North Indian",400,[],Delivery,Banashankari
Pizza Hut,Yes,No,3.8,693,Banashankari,Casual Dining,"Pizza, Fast Food",750,[],Delivery,Banashankari
Mangalore Pearl,Yes,No,3.8,242,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650,[],Delivery,Banashankari
Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,Fast Food,250,[],Delivery,Banashankari
Twiststick House,Yes,No,4.1,163,Basavanagudi,Quick Bites,"Continental, Fast Food, Street Food, Momos",500,[],Delivery,Banashankari
