name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rating_votes_score,cuisine_category,rest_type_category,first_cuisine_category
HOT COFFEE,Yes,No,4.1,70.0,Basavanagudi,Quick Bites,"South Indian, Chinese",150.0,Delivery,Banashankari,287.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Patio 805,Yes,Yes,4.1,364.0,Jayanagar,Casual Dining,"Thai, Vietnamese, Asian, Chinese",1200.0,Delivery,Banashankari,1492.3999999999999,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Lassi Corner,Yes,No,3.7,107.0,Basavanagudi,Beverage Shop,"Beverages, Ice Cream",150.0,Delivery,Banashankari,395.90000000000003,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Sagar Deluxe,Yes,No,3.2,167.0,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Juices",300.0,Delivery,Banashankari,534.4,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Kanti Sweets,Yes,No,4.0,115.0,Banashankari,Sweet Shop,"Mithai, Street Food",400.0,Delivery,Banashankari,460.0,Street Food & Snacks,Others,Desserts & Sweets
Vegetalia,Yes,No,3.7,27.0,Banashankari,"Takeaway, Delivery","Italian, Pizza",400.0,Delivery,Banashankari,99.9,Street Food & Snacks,Quick Bites & Takeaway,Continental & Cafe Culture
Aramane Donne Biryani,Yes,No,3.5,57.0,Banashankari,Quick Bites,Biryani,200.0,Delivery,Banashankari,199.5,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Ande Ka Funda,Yes,No,3.8,120.0,Banashankari,Quick Bites,"North Indian, Fast Food, Rolls",250.0,Delivery,Banashankari,456.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Cake Ghar,Yes,No,3.8,15.0,Basavanagudi,Bakery,Bakery,400.0,Delivery,Banashankari,57.0,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Energy Addaa,Yes,No,4.2,64.0,Basavanagudi,Quick Bites,"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza",500.0,Delivery,Banashankari,268.8,Street Food & Snacks,Quick Bites & Takeaway,Health & Nutrition
Bhattara Bhojana,Yes,No,3.6,66.0,Banashankari,Quick Bites,South Indian,150.0,Delivery,Banashankari,237.6,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Tandoori Knight,Yes,No,3.0,290.0,Banashankari,Quick Bites,"North Indian, Chinese, Biryani, Kebab",450.0,Delivery,Banashankari,870.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Dev Sagar - Food Street,Yes,No,4.1,233.0,Basavanagudi,Quick Bites,Street Food,200.0,Delivery,Banashankari,955.3,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Mitraa Da Pizza,Yes,No,3.8,115.0,Kumaraswamy Layout,Quick Bites,"Fast Food, Pizza",250.0,Delivery,Banashankari,437.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Paradise Premium,Yes,No,3.1,119.0,Banashankari,Casual Dining,"Biryani, Andhra, Hyderabadi, North Indian",700.0,Delivery,Banashankari,368.90000000000003,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Grazers,Yes,Yes,3.9,291.0,Jayanagar,Cafe,"Cafe, Burger, Continental, Italian, Desserts",650.0,Delivery,Banashankari,1134.8999999999999,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
Shakes Theory,Yes,No,4.5,155.0,Jayanagar,Beverage Shop,"Beverages, Sandwich",300.0,Delivery,Banashankari,697.5,Street Food & Snacks,Dessert & Beverage Shops,Desserts & Sweets
@Italy,Yes,No,4.1,305.0,Kumaraswamy Layout,Casual Dining,Italian,700.0,Delivery,Banashankari,1250.5,Continental & Cafe Culture,Casual Dining & Bar,Continental & Cafe Culture
Chilli Flakes,Yes,No,3.6,46.0,Banashankari,Quick Bites,"Fast Food, Italian, Beverages",500.0,Delivery,Banashankari,165.6,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Calcutta Cafe,Yes,No,3.5,45.0,Kumaraswamy Layout,Quick Bites,"Bengali, Chinese, Sandwich",350.0,Delivery,Banashankari,157.5,Chinese & Pan-Asian Delights,Quick Bites & Takeaway,Global Fusion & Others
Old Mumbai Ice Cream,Yes,No,3.9,38.0,Banashankari,Dessert Parlor,Ice Cream,150.0,Delivery,Banashankari,148.2,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Donne Biriyani House,Yes,No,3.9,441.0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",400.0,Delivery,Banashankari,1719.8999999999999,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
By 2 Coffee,Yes,No,3.9,25.0,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari,97.5,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Kedia's Fun Food,Yes,No,4.3,630.0,Jayanagar,Quick Bites,"North Indian, Street Food, Juices",200.0,Delivery,Banashankari,2709.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Davangere Butter Dosa Hotel,Yes,No,3.8,25.0,Kumaraswamy Layout,Quick Bites,South Indian,150.0,Delivery,Banashankari,95.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Just Shawarma,Yes,No,3.9,160.0,Kumaraswamy Layout,Quick Bites,Arabian,300.0,Delivery,Banashankari,624.0,Global Fusion & Others,Quick Bites & Takeaway,Global Fusion & Others
Mini Punjabi Dhaba,Yes,No,4.2,287.0,Banashankari,Quick Bites,North Indian,350.0,Delivery,Banashankari,1205.4,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Mulabagilu Dosa,Yes,No,3.6,11.0,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari,39.6,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Gokul Veg,Yes,No,3.8,469.0,Basavanagudi,Casual Dining,"North Indian, Chinese, Beverages",750.0,Delivery,Banashankari,1782.1999999999998,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Olive - Era,Yes,No,3.3,511.0,Kumaraswamy Layout,Casual Dining,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550.0,Delivery,Banashankari,1686.3,North Indian & Mughlai Cuisine,Casual Dining & Bar,Global Fusion & Others
Udupi Ruchi,Yes,No,3.9,57.0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari,222.29999999999998,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Madhappa Hindu Military Hotel,Yes,No,3.4,14.0,Banashankari,Quick Bites,South Indian,300.0,Delivery,Banashankari,47.6,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Gama Gama,Yes,No,3.9,264.0,Banashankari,Quick Bites,South Indian,200.0,Delivery,Banashankari,1029.6,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Pizza Hut,Yes,No,3.8,693.0,Banashankari,Casual Dining,"Pizza, Fast Food",750.0,Delivery,Banashankari,2633.4,Street Food & Snacks,Casual Dining & Bar,Street Food & Snacks
Mangalore Pearl,Yes,No,3.8,242.0,Jayanagar,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",650.0,Delivery,Banashankari,919.5999999999999,Biryani & Andhra Cuisine,Casual Dining & Bar,Global Fusion & Others
Asha Sweets Centre,Yes,No,3.6,27.0,Basavanagudi,Dessert Parlor,Fast Food,250.0,Delivery,Banashankari,97.2,Street Food & Snacks,Dessert & Beverage Shops,Street Food & Snacks
Twiststick House,Yes,No,4.1,163.0,Basavanagudi,Quick Bites,"Continental, Fast Food, Street Food, Momos",500.0,Delivery,Banashankari,668.3,Street Food & Snacks,Quick Bites & Takeaway,Continental & Cafe Culture
Cool Corner,Yes,No,4.2,191.0,Basavanagudi,Quick Bites,"Street Food, Fast Food",250.0,Delivery,Banashankari,802.2,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Pizza Mane,Yes,No,3.5,32.0,Banashankari,Quick Bites,"Pizza, Sandwich, Burger, Fast Food",150.0,Delivery,Banashankari,112.0,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Dal Tadkaa,Yes,No,2.5,247.0,Banashankari,Casual Dining,North Indian,500.0,,,617.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Chutney Chang,Yes,Yes,4.1,2339.0,Jayanagar,Casual Dining,"North Indian, Chinese, BBQ",1500.0,Delivery,Banashankari,9589.9,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Mystique Palate,Yes,No,4.1,337.0,Jayanagar,Quick Bites,"Chinese, Fast Food",300.0,Delivery,Banashankari,1381.6999999999998,Chinese & Pan-Asian Delights,Quick Bites & Takeaway,Chinese & Pan-Asian Delights
Thamboola,Yes,No,3.9,135.0,Banashankari,Casual Dining,"North Indian, Chinese, Continental",800.0,Delivery,Banashankari,526.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Castle Rock,Yes,No,3.6,172.0,Uttarahalli,Casual Dining,"North Indian, Chinese",700.0,Delivery,Banashankari,619.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Vietnamese Kitchen,Yes,No,3.6,105.0,Banashankari,Casual Dining,Vietnamese,700.0,Delivery,Banashankari,378.0,Global Fusion & Others,Casual Dining & Bar,Global Fusion & Others
C Corner,Yes,No,3.2,36.0,Kumaraswamy Layout,Quick Bites,"Fast Food, Street Food",200.0,Delivery,Banashankari,115.2,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Paratha Merchant,Yes,No,3.1,39.0,Kumaraswamy Layout,Quick Bites,North Indian,300.0,Delivery,Banashankari,120.9,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
North Rasoe,Yes,No,3.1,5.0,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Biryani, Kebab",500.0,Delivery,Banashankari,15.5,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Toscano,Yes,Yes,4.3,1129.0,Jayanagar,Casual Dining,"Italian, Salad",1300.0,Delivery,Banashankari,4854.7,Continental & Cafe Culture,Casual Dining & Bar,Continental & Cafe Culture
Lord Of The Kitchen,Yes,No,3.9,56.0,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",350.0,Delivery,Banashankari,218.4,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Stoned Monkey,Yes,No,4.3,860.0,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500.0,Delivery,Banashankari,3698.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Central Jail Restaurant,Yes,No,3.8,412.0,Jayanagar,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0,Delivery,Banashankari,1565.6,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Bella,Yes,Yes,3.9,142.0,Jayanagar,Casual Dining,"Mangalorean, Seafood, South Indian",1000.0,Delivery,Banashankari,553.8,South Indian Traditional,Casual Dining & Bar,Global Fusion & Others
Vennela Andhra Meals,Yes,No,3.0,23.0,Jayanagar,Quick Bites,Andhra,400.0,Delivery,Banashankari,69.0,Biryani & Andhra Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
New Prashanth Hotel,Yes,No,3.6,143.0,Jayanagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750.0,Delivery,Banashankari,514.8000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
The Grillo,Yes,Yes,2.8,80.0,Jayanagar,Casual Dining,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500.0,Delivery,Banashankari,224.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Re Malnad Nati Style Hotel,Yes,No,3.6,16.0,JP Nagar,Casual Dining,South Indian,400.0,Delivery,Banashankari,57.6,South Indian Traditional,Casual Dining & Bar,South Indian Traditional
Karma Kaapi,Yes,No,4.4,181.0,Jayanagar,Beverage Shop,"Beverages, Tea",250.0,Delivery,Banashankari,796.4000000000001,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Tiwari's,Yes,No,3.8,70.0,Jayanagar,Quick Bites,"North Indian, Street Food",200.0,Delivery,Banashankari,266.0,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Pizza Stop,Yes,No,3.8,164.0,Basavanagudi,Quick Bites,"Pizza, Italian",600.0,Delivery,Banashankari,623.1999999999999,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Biggies Burger 'n' More,Yes,No,3.6,58.0,Kumaraswamy Layout,Quick Bites,"Cafe, Burger, Beverages",650.0,Delivery,Banashankari,208.8,Street Food & Snacks,Quick Bites & Takeaway,Continental & Cafe Culture
Kollapuri's,No,No,3.9,206.0,Basavanagudi,Quick Bites,"South Indian, Mangalorean",450.0,Delivery,Banashankari,803.4,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Kadamba Classic,No,No,3.6,16.0,Mysore Road,Quick Bites,South Indian,300.0,Delivery,Banashankari,57.6,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
RS Shiv Sagar,No,No,3.7,217.0,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food, Juices",450.0,Delivery,Banashankari,802.9000000000001,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Kholi Mane,No,No,3.6,46.0,Basavanagudi,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450.0,Delivery,Banashankari,165.6,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,Biryani & Andhra Cuisine
Harshi Super Sandwich,No,No,3.8,148.0,Basavanagudi,Quick Bites,"Fast Food, Street Food",150.0,Delivery,Banashankari,562.4,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Cake Yard,No,No,3.4,30.0,Basavanagudi,Dessert Parlor,Desserts,250.0,Delivery,Banashankari,102.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Sri Udupi Veg,No,No,3.3,4.0,Jayanagar,Quick Bites,South Indian,250.0,Delivery,Banashankari,13.2,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Cake Art,No,No,3.5,15.0,Basavanagudi,"Bakery, Quick Bites",Bakery,400.0,Delivery,Banashankari,52.5,Desserts & Sweets,Quick Bites & Takeaway,Desserts & Sweets
Potato House,Yes,No,3.4,9.0,Uttarahalli,Quick Bites,Street Food,200.0,Delivery,Banashankari,30.599999999999998,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Matru Sagar,Yes,No,3.7,31.0,Mysore Road,Quick Bites,"South Indian, North Indian",300.0,Delivery,Banashankari,114.7,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Ugadi,Yes,No,2.9,177.0,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,,,513.3,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Sri Krishna Sweets,Yes,No,3.7,22.0,Basavanagudi,Sweet Shop,"Mithai, Desserts",250.0,Delivery,Banashankari,81.4,Desserts & Sweets,Others,Desserts & Sweets
In Time Cane Juice,Yes,No,3.5,10.0,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",100.0,Delivery,Banashankari,35.0,Desserts & Sweets,Dessert & Beverage Shops,Health & Nutrition
Subway,Yes,No,3.7,136.0,Banashankari,Quick Bites,"Salad, Fast Food",600.0,Delivery,Banashankari,503.20000000000005,Street Food & Snacks,Quick Bites & Takeaway,Health & Nutrition
Daal Roti,Yes,No,2.9,35.0,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250.0,Delivery,Banashankari,101.5,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
The Lassi Park,Yes,No,4.1,185.0,Jayanagar,Quick Bites,"Juices, Desserts",200.0,Delivery,Banashankari,758.4999999999999,Desserts & Sweets,Quick Bites & Takeaway,Health & Nutrition
Cafe Coffee Day,Yes,No,3.2,17.0,Jayanagar,Cafe,"Cafe, Fast Food",900.0,Delivery,Banashankari,54.400000000000006,Street Food & Snacks,Cafe & Bakery,Continental & Cafe Culture
A2B - Adyar Ananda Bhavan,Yes,No,3.8,155.0,Mysore Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Banashankari,589.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Srikrishna Bhavan,Yes,No,3.8,42.0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari,159.6,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,South Indian Traditional
Green Gardenia,Yes,No,3.8,160.0,Banashankari,Casual Dining,"North Indian, Chinese",700.0,Delivery,Banashankari,608.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
J Spice,Yes,No,3.8,59.0,Banashankari,Casual Dining,"North Indian, Chinese",750.0,Delivery,Banashankari,224.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Karavali Family Restaurant,Yes,No,3.5,90.0,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,Banashankari,315.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,Seafood & Coastal Flavors
Karavali Lunch Home,Yes,No,3.7,51.0,Kumaraswamy Layout,Quick Bites,"South Indian, Mangalorean",350.0,Delivery,Banashankari,188.70000000000002,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Hatti Kaapi,Yes,No,4.0,89.0,Jayanagar,Quick Bites,"South Indian, Beverages",200.0,Delivery,Banashankari,356.0,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Kolkata Kathi Roll's,Yes,No,3.6,18.0,Banashankari,Quick Bites,"Fast Food, Rolls",250.0,Delivery,Banashankari,64.8,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Upahara Darshini,Yes,No,3.9,40.0,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,Banashankari,156.0,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
The Chaat Shop,Yes,No,2.5,35.0,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery,Banashankari,87.5,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Anda Ka Funda,Yes,No,3.4,89.0,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250.0,Delivery,Banashankari,302.59999999999997,North Indian & Mughlai Cuisine,Quick Bites & Takeaway,North Indian & Mughlai Cuisine
Shri Vinayaka Ice N Juice,Yes,No,3.2,11.0,Basavanagudi,Quick Bites,"Beverages, Fast Food",150.0,Delivery,Banashankari,35.2,Street Food & Snacks,Quick Bites & Takeaway,Desserts & Sweets
Ibaco,Yes,No,3.9,33.0,Jayanagar,Dessert Parlor,Desserts,300.0,Delivery,Banashankari,128.7,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
Jalaram Sweets,Yes,No,3.8,32.0,Jayanagar,Sweet Shop,"Desserts, Mithai",250.0,Delivery,Banashankari,121.6,Desserts & Sweets,Others,Desserts & Sweets
Samskruti - Sanman Gardenia,Yes,No,4.1,139.0,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",550.0,Delivery,Banashankari,569.9,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Bendakaluru Bytes,Yes,No,3.2,154.0,Vijay Nagar,Quick Bites,Fast Food,300.0,Delivery,Banashankari,492.8,Street Food & Snacks,Quick Bites & Takeaway,Street Food & Snacks
Cocoa Bakes,Yes,No,3.6,14.0,Banashankari,Bakery,"Bakery, Desserts",350.0,Delivery,Banashankari,50.4,Desserts & Sweets,Cafe & Bakery,Desserts & Sweets
Chumma Delicious,Yes,No,3.7,237.0,Banashankari,Quick Bites,"South Indian, Fast Food",200.0,Delivery,Banashankari,876.9000000000001,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
New Prashanth Hotel,Yes,No,3.9,388.0,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650.0,Delivery,Banashankari,1513.2,North Indian & Mughlai Cuisine,Casual Dining & Bar,Biryani & Andhra Cuisine
Dwaraka Grand,Yes,No,3.9,128.0,Kumaraswamy Layout,Casual Dining,"South Indian, Chinese, Street Food, Juices",500.0,Delivery,Banashankari,499.2,South Indian Traditional,Casual Dining & Bar,South Indian Traditional
Gufha - The President Hotel,Yes,Yes,4.1,1875.0,Jayanagar,Casual Dining,"North Indian, Afghani, Mughlai",1200.0,Delivery,Banashankari,7687.499999999999,North Indian & Mughlai Cuisine,Casual Dining & Bar,North Indian & Mughlai Cuisine
Tanna's Kitchen,Yes,No,3.1,7.0,Kumaraswamy Layout,Quick Bites,"Italian, Chinese, Street Food",250.0,Delivery,Banashankari,21.7,Chinese & Pan-Asian Delights,Quick Bites & Takeaway,Continental & Cafe Culture
Shree Mandarathi Grand,Yes,No,3.7,38.0,Uttarahalli,Casual Dining,"South Indian, North Indian",400.0,Delivery,Banashankari,140.6,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
Mojo Pizza - 2X Toppings,Yes,No,4.2,179.0,Banashankari,Delivery,Pizza,600.0,Delivery,Banashankari,751.8000000000001,Street Food & Snacks,Delivery Only,Street Food & Snacks
Iceberg Icecreams,Yes,No,4.0,43.0,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250.0,Delivery,Banashankari,172.0,Desserts & Sweets,Dessert & Beverage Shops,Desserts & Sweets
South Kitchen,Yes,No,4.3,275.0,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari,1182.5,South Indian Traditional,Quick Bites & Takeaway,South Indian Traditional
Chung Wah,Yes,No,3.7,323.0,Jayanagar,Casual Dining,"Chinese, Thai, Momos",850.0,Delivery,Banashankari,1195.1000000000001,Chinese & Pan-Asian Delights,Casual Dining & Bar,Chinese & Pan-Asian Delights
Shanthi Sagar,Yes,No,3.1,28.0,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari,86.8,North Indian & Mughlai Cuisine,Casual Dining & Bar,South Indian Traditional
